"","X","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Fuel_TypeDiesel","Fuel_TypePetrol","TransmissionAutomatic","TransmissionManual","Age","Annual_Value_Loss"
"3255",3361,"Audi A4 1.8 TFSI","Mumbai",2011,53000,"First",12.3,1781,163.2,5,20.9168341708543,9.5,0,1,1,0,13,0.878218013142636
"3256",3362,"BMW X1 sDrive20d","Mumbai",2013,43000,"First",17.05,1995,184,5,20.9168341708543,17.5,1,0,1,0,11,0.310621288259479
"3257",3363,"Skoda Rapid 1.6 MPI AT Elegance Plus","Mumbai",2015,54000,"First",14.3,1598,103.52,5,20.9168341708543,6.11,0,1,1,0,9,1.64520379676159
"3258",3364,"Hyundai i10 Magna","Ahmedabad",2014,51000,"First",20.36,1197,78.9,5,20.9168341708543,3.75,0,1,0,1,10,1.71668341708543
"3259",3365,"Mitsubishi Pajero 2.8 GLX CRZ","Hyderabad",2007,78000,"Second",10.5,2835,107.2,6,20.9168341708543,6.2,1,0,0,1,17,0.86569612769731
"3260",3366,"Honda City i DTEC SV","Mumbai",2014,25000,"First",26,1498,98.6,5,20.9168341708543,6.15,1,0,0,1,10,1.47668341708543
"3261",3367,"Maruti Alto K10 2010-2014 VXI","Pune",2012,12600,"First",20.92,998,67.1,5,20.9168341708543,2.4,0,1,0,1,12,1.54306951423786
"3262",3368,"Maruti Swift Ldi BSIII","Pune",2009,80000,"Fourth & Above",17.8,1248,75,5,20.9168341708543,2.15,1,0,0,1,15,1.25112227805695
"3263",3369,"Hyundai Grand i10 Magna","Kolkata",2016,21000,"First",18.9,1197,82,5,20.9168341708543,3.75,0,1,0,1,8,2.14585427135678
"3264",3370,"Ford Figo Petrol ZXI","Mumbai",2011,32000,"Second",15.6,1196,70,5,20.9168341708543,2.15,0,1,0,1,13,1.44360262852725
"3265",3371,"Hyundai Grand i10 SportZ Edition","Bangalore",2015,50000,"First",18.9,1197,81.86,5,20.9168341708543,4.75,0,1,0,1,9,1.7963149078727
"3266",3372,"Maruti SX4 Vxi BSIV","Mumbai",2010,47500,"First",15.5,1586,103.3,5,20.9168341708543,2.45,0,1,0,1,14,1.31905958363245
"3267",3373,"Honda City i-VTEC VX","Mumbai",2017,7500,"First",17.4,1497,117.3,5,13.76,11.15,0,1,0,1,7,0.372857142857143
"3268",3374,"Renault Duster 110PS Diesel RxZ AMT","Jaipur",2016,68163,"First",19.6,1461,108.45,5,14.11,8.9,1,0,1,0,8,0.65125
"3269",3375,"Honda Amaze S i-Dtech","Ahmedabad",2014,61000,"First",25.8,1498,98.6,5,20.9168341708543,4.35,1,0,0,1,10,1.65668341708543
"3270",3376,"Toyota Innova 2.5 Z Diesel 7 Seater","Jaipur",2015,100000,"Second",12.99,2494,100.6,7,20.9168341708543,12,1,0,0,1,9,0.990759352317141
"3271",3377,"BMW 3 Series 320d Highline","Mumbai",2009,61500,"Second",16.07,1995,181,5,20.9168341708543,8.5,1,0,1,0,15,0.827788944723618
"3272",3378,"Hyundai i10 Magna 1.1 iTech SE","Kochi",2017,42883,"First",19.81,1086,68.05,5,20.9168341708543,4.27,0,1,0,1,7,2.3781191672649
"3273",3379,"Renault Duster 85PS Diesel RxL Optional with Nav","Jaipur",2012,97000,"Second",20.45,1461,83.8,5,20.9168341708543,4.25,1,0,0,1,12,1.38890284757119
"3274",3380,"Mitsubishi Outlander 2.4","Bangalore",2010,39525,"First",11.3,2360,170,5,20.9168341708543,9.25,0,1,1,0,14,0.833345297918162
"3275",3381,"Maruti Vitara Brezza LDi","Kochi",2017,35384,"First",24.3,1248,88.5,5,9.12,8.61,1,0,0,1,7,0.0728571428571428
"3276",3382,"Mercedes-Benz R-Class R350 CDI 4MATIC","Hyderabad",2010,46000,"First",11.8,2987,261,7,20.9168341708543,28,1,0,1,0,14,-0.505940416367552
"3277",3383,"Ford EcoSport 1.5 Diesel Titanium","Coimbatore",2018,32189,"First",23,1498,98.96,5,11.2,9.25,1,0,0,1,6,0.325
"3278",3384,"Hyundai Verna 1.6 CRDI AT SX Option","Chennai",2016,27000,"First",19.08,1582,126.2,5,20.9168341708543,8.6,1,0,1,0,8,1.53960427135678
"3279",3385,"Volkswagen Polo 1.2 MPI Highline","Coimbatore",2018,22734,"First",16.47,1198,74,5,20.9168341708543,7.53,0,1,0,1,6,2.23113902847571
"3280",3386,"Renault Duster 110PS Diesel RxL","Mumbai",2014,58002,"First",19.64,1461,108.45,5,20.9168341708543,5.75,1,0,0,1,10,1.51668341708543
"3281",3387,"Honda Brio S Option AT","Chennai",2012,31500,"First",16.5,1198,86.8,5,20.9168341708543,4.15,0,1,1,0,12,1.39723618090452
"3282",3388,"Ford Figo 2015-2019 1.2P Titanium MT","Coimbatore",2017,30933,"First",18.16,1196,86.8,5,20.9168341708543,5.84,0,1,0,1,7,2.15383345297918
"3283",3389,"Audi A6 2.0 TDI Design Edition","Kolkata",2012,27090,"First",18.53,1968,187.74,5,20.9168341708543,16.5,1,0,1,0,12,0.368069514237856
"3284",3390,"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater","Mumbai",2015,29500,"First",15.97,2993,258,7,20.9168341708543,43,1,0,1,0,9,-2.4536850921273
"3285",3391,"Hyundai i10 Sportz Option","Pune",2013,45000,"First",20.36,1197,78.9,5,20.9168341708543,3.55,0,1,0,1,11,1.5788031064413
"3286",3392,"Hyundai i20 1.2 Asta Option","Hyderabad",2018,11691,"First",18.6,1197,81.83,5,20.9168341708543,8.9,0,1,0,1,6,2.00280569514238
"3287",3393,"Skoda Octavia L and K 1.9 TDI MT","Hyderabad",2006,121000,"Second",16.4,1896,90,5,20.9168341708543,2.5,1,0,0,1,18,1.02315745393635
"3288",3394,"Hyundai Verna Transform SX VGT CRDi","Hyderabad",2010,118077,"First",16.2,1493,110,5,20.9168341708543,3.85,1,0,0,1,14,1.21905958363245
"3289",3395,"Hyundai Verna 1.6 SX VTVT (O) AT","Chennai",2012,36300,"Third",17.1,1591,121.4,5,20.9168341708543,7.5,0,1,1,0,12,1.11806951423786
"3290",3396,"Hyundai Getz GVS","Mumbai",2005,90000,"Second",15.3,1341,61,5,20.9168341708543,1.8,0,1,0,1,19,1.00614916688707
"3291",3397,"Ford Figo Diesel EXI","Chennai",2010,78000,"First",20,1399,68,5,20.9168341708543,2.25,1,0,0,1,14,1.33334529791816
"3292",3398,"Audi A6 2011-2015 35 TDI Technology","Mumbai",2015,42000,"First",17.68,1968,174.33,5,20.9168341708543,24.25,1,0,1,0,9,-0.37035175879397
"3293",3399,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2015,27000,"First",16.47,1198,74,5,20.9168341708543,4.35,0,1,0,1,9,1.84075935231714
"3294",3400,"BMW X1 sDrive20d","Kolkata",2012,22000,"First",17.05,1995,184,5,20.9168341708543,11.5,1,0,1,0,12,0.784736180904523
"3295",3401,"Honda City i VTEC SV","Kolkata",2014,49000,"First",17.4,1497,117.3,5,20.9168341708543,4.75,0,1,0,1,10,1.61668341708543
"3296",3402,"Hyundai i20 Sportz Option Diesel","Hyderabad",2012,42600,"First",23,1396,90,5,20.9168341708543,4.99,1,0,0,1,12,1.32723618090452
"3297",3403,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",2018,12794,"First",19,1199,88.7,5,20.9168341708543,9.15,0,1,1,0,6,1.96113902847571
"3299",3405,"Honda CR-V 2.4 AT","Hyderabad",2014,88046,"First",10.1,2354,152,5,20.9168341708543,13.99,0,1,1,0,10,0.692683417085427
"3300",3406,"Mercedes-Benz A Class A180 CDI","Bangalore",2014,8000,"Second",20,2143,107.3,5,20.9168341708543,19.75,1,0,1,0,10,0.116683417085427
"3301",3407,"Mahindra XUV500 AT W10 AWD","Coimbatore",2018,82739,"First",16,2179,140,7,20.9168341708543,16.77,1,0,1,0,6,0.691139028475712
"3302",3408,"Mahindra Bolero SLX 2WD","Bangalore",2006,193000,"Third",13.6,2523,63,7,20.9168341708543,2.5,1,0,0,1,18,1.02315745393635
"3303",3409,"Renault Scala RxL AT","Mumbai",2013,7000,"First",17.97,1498,99.6,5,20.9168341708543,3.65,0,1,1,0,11,1.56971219735039
"3304",3410,"Land Rover Freelander 2 HSE SD4","Ahmedabad",2012,60000,"Second",12.35,2179,187.74,5,20.9168341708543,23.5,1,0,1,0,12,-0.215263819095477
"3305",3411,"Maruti Alto 800 VXI","Pune",2017,38000,"First",22.74,796,47.3,5,20.9168341708543,3.11,0,1,0,1,7,2.54383345297918
"3306",3412,"Toyota Etios G","Kochi",2013,56344,"First",17.6,1496,88.73,5,20.9168341708543,4.57,0,1,0,1,11,1.48607583371402
"3307",3413,"Hyundai i20 Sportz Option","Mumbai",2014,17858,"First",17,1197,80,5,20.9168341708543,5.32,0,1,0,1,10,1.55968341708543
"3308",3414,"Hyundai i10 Sportz","Hyderabad",2012,53000,"First",20.36,1197,78.9,5,20.9168341708543,3.2,0,1,0,1,12,1.47640284757119
"3309",3415,"Maruti Swift VDI BSIV","Kochi",2016,67906,"First",25.2,1248,74,5,20.9168341708543,5.63,1,0,0,1,8,1.91085427135678
"3310",3416,"Hyundai EON Magna Plus","Hyderabad",2015,19000,"First",21.1,814,55.2,5,20.9168341708543,3,0,1,0,1,9,1.99075935231714
"3311",3417,"BMW 3 Series 320d","Mumbai",2010,67000,"Second",22.69,1995,190,5,47.87,9.25,1,0,1,0,14,2.75857142857143
"3312",3418,"Tata Indigo XL Classic Dicor","Delhi",2011,80000,"First",23.57,1396,70,5,20.9168341708543,1.2,1,0,0,1,13,1.51667955160417
"3313",3419,"Maruti Alto 800 LXI","Delhi",2015,61000,"First",22.74,796,47.3,5,20.9168341708543,2.15,0,1,0,1,9,2.08520379676159
"3314",3420,"Volkswagen Polo Diesel Highline 1.2L","Pune",2010,39000,"First",22.07,1199,73.9,5,20.9168341708543,3.05,1,0,0,1,14,1.27620244077531
"3315",3421,"Toyota Corolla Altis VL AT","Ahmedabad",2014,59000,"First",14.28,1798,138.03,5,20.9168341708543,11.5,0,1,1,0,10,0.941683417085427
"3316",3422,"Hyundai Santro Xing GLS","Hyderabad",2008,80931,"First",17.92,1086,62.1,5,20.9168341708543,2.3,0,1,0,1,16,1.16355213567839
"3317",3423,"Maruti Swift ZXI","Kolkata",2016,34000,"First",20.4,1197,81.8,5,20.9168341708543,4.95,0,1,0,1,8,1.99585427135678
"3318",3424,"Renault Scala Diesel RxL","Hyderabad",2013,130000,"First",21.64,1461,84.8,5,20.9168341708543,4.75,1,0,0,1,11,1.46971219735039
"3319",3425,"Maruti Vitara Brezza ZDi Plus","Coimbatore",2018,52380,"First",24.3,1248,88.5,5,12.47,10.15,1,0,0,1,6,0.386666666666667
"3320",3426,"Nissan Micra XV","Kolkata",2011,44000,"First",18.06,1198,75,5,20.9168341708543,2.65,0,1,0,1,13,1.40514109006571
"3321",3427,"Ford Figo Diesel EXI","Hyderabad",2015,84000,"First",20,1399,68.05,5,20.9168341708543,3.8,1,0,0,1,9,1.90187046342825
"3322",3428,"Honda CR-V 2.0 AT","Kochi",2017,41697,"First",13.1,1997,141.1,5,20.9168341708543,16.68,0,1,1,0,7,0.605262024407753
"3323",3429,"Nissan Terrano XV 110 PS","Pune",2014,163000,"First",19.01,1461,108.5,5,20.9168341708543,5,1,0,0,1,10,1.59168341708543
"3324",3430,"Toyota Etios Liva 1.2 G","Chennai",2011,42000,"Second",17.71,1197,78.9,5,6.51,3.75,0,1,0,1,13,0.212307692307692
"3325",3431,"Hyundai i20 Asta 1.4 CRDi","Jaipur",2013,129000,"Third",21.27,1396,88.76,5,20.9168341708543,4.11,1,0,0,1,11,1.52789401553221
"3326",3432,"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2015,32200,"Second",18.16,1196,86.8,5,20.9168341708543,4.25,0,1,0,1,9,1.85187046342825
"3327",3433,"Mitsubishi Pajero 2.8 GLX CRZ","Mumbai",2004,129000,"First",10.5,2835,107.2,6,20.9168341708543,3.45,1,0,0,1,20,0.873341708542714
"3328",3434,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2014,40000,"First",17.11,1968,174.33,5,20.9168341708543,22.5,1,0,1,0,10,-0.158316582914573
"3329",3435,"Toyota Innova 2.0 E","Delhi",2006,150000,"First",12.4,1998,132,8,20.9168341708543,4.5,0,1,0,1,18,0.912046342825237
"3330",3436,"Chevrolet Aveo U-VA 1.2 LS","Jaipur",2007,140000,"First",15.26,1150,74.9,5,20.9168341708543,0.9,0,1,0,1,17,1.17746083357966
"3331",3437,"Hyundai Getz GLS","Hyderabad",2006,63181,"First",15.3,1341,83,5,20.9168341708543,1.85,0,1,0,1,18,1.05926856504746
"3332",3438,"Honda Amaze S i-Dtech","Kolkata",2013,39575,"First",25.8,1498,98.6,5,20.9168341708543,3.25,1,0,0,1,11,1.60607583371402
"3333",3440,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore",2014,70374,"First",22.7,1498,89.84,5,20.9168341708543,7.34,1,0,0,1,10,1.35768341708543
"3334",3441,"Volkswagen CrossPolo 1.5 TDI","Kolkata",2015,26256,"First",20.14,1498,88.5,5,20.9168341708543,4.25,1,0,0,1,9,1.85187046342825
"3335",3442,"Hyundai Elite i20 Petrol Sportz","Delhi",2016,13460,"First",18.6,1197,81.86,5,20.9168341708543,6.45,0,1,0,1,8,1.80835427135678
"3336",3443,"Toyota Innova 2.5 V Diesel 8-seater","Chennai",2011,122000,"Second",12.8,2494,102,8,20.9168341708543,10.75,1,0,0,1,13,0.78206416698879
"3337",3444,"Mercedes-Benz M-Class ML 250 CDI","Kolkata",2015,58589,"First",15.26,2143,203.2,5,20.9168341708543,27.75,1,0,1,0,9,-0.759240647682859
"3338",3445,"Maruti Wagon R LX BSIII","Jaipur",2005,115000,"Second",17.3,1061,64,5,20.9168341708543,0.99,0,1,0,1,19,1.04878074583444
"3339",3446,"Ford Endeavour 2.2 Trend AT 4X2","Pune",2016,75000,"First",12.62,2198,158,7,20.9168341708543,24,1,0,1,0,8,-0.385395728643216
"3340",3447,"Hyundai Elite i20 Petrol Sportz","Jaipur",2016,30292,"First",18.6,1197,81.86,5,20.9168341708543,6.1,0,1,0,1,8,1.85210427135678
"3341",3448,"Honda WRV i-VTEC VX","Ahmedabad",2017,32248,"First",17.5,1199,88.7,5,10.32,8.25,0,1,0,1,7,0.295714285714286
"3342",3449,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2013,74000,"First",16.47,1198,73.9,5,20.9168341708543,4.65,0,1,0,1,11,1.4788031064413
"3343",3450,"Honda CR-V 2.0L 2WD MT","Mumbai",2014,56100,"First",13.7,1997,153.86,5,20.9168341708543,9.75,0,1,0,1,10,1.11668341708543
"3344",3451,"Hyundai Grand i10 1.2 Kappa Asta","Bangalore",2014,61325,"First",18.9,1197,81.86,5,8.1,4.4,0,1,0,1,10,0.37
"3345",3452,"Maruti Swift Dzire VXI","Kolkata",2014,33000,"First",19.1,1197,85.8,5,20.9168341708543,3.99,0,1,0,1,10,1.69268341708543
"3346",3453,"BMW 5 Series 2003-2012 530d","Coimbatore",2016,18090,"First",16.2,2993,258,5,20.9168341708543,45.73,1,0,1,0,8,-3.10164572864322
"3347",3454,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2014,71390,"First",22.7,1498,89.84,5,20.9168341708543,5.27,1,0,0,1,10,1.56468341708543
"3348",3456,"Honda City i DTec V","Ahmedabad",2016,67000,"First",26,1498,98.6,5,20.9168341708543,7.25,1,0,0,1,8,1.70835427135678
"3349",3457,"Tata Indigo LS","Chennai",2008,99000,"Second",17,1405,70,5,20.9168341708543,1.6,1,0,0,1,16,1.20730213567839
"3350",3458,"Renault Duster 110PS Diesel RxL","Pune",2014,142000,"Second",19.01,1461,108.45,5,20.9168341708543,6,1,0,0,1,10,1.49168341708543
"3351",3459,"Hyundai i10 Sportz","Chennai",2010,26966,"First",20.36,1197,78.9,5,20.9168341708543,3,0,1,0,1,14,1.27977386934673
"3352",3460,"Honda Jazz 1.2 SV i VTEC","Mumbai",2015,27628,"First",18.7,1199,88.7,5,20.9168341708543,4.95,0,1,0,1,9,1.77409268565047
"3353",3461,"Maruti SX4 S Cross DDiS 200 Zeta","Hyderabad",2016,82497,"First",23.65,1248,88.5,5,20.9168341708543,8.99,1,0,0,1,8,1.49085427135678
"3354",3462,"Honda Accord VTi-L MT","Mumbai",2007,86000,"Third",11.9,2354,144,5,20.9168341708543,1.85,0,1,0,1,17,1.12157848063849
"3355",3463,"Volkswagen Polo Petrol Comfortline 1.2L","Coimbatore",2016,26981,"First",16.47,1198,73.9,5,20.9168341708543,6.16,0,1,0,1,8,1.84460427135678
"3356",3464,"Maruti Ritz VDi","Hyderabad",2010,110471,"First",21.1,1248,73.9,5,20.9168341708543,3.5,1,0,0,1,14,1.24405958363245
"3357",3465,"Honda Amaze S Petrol","Jaipur",2014,69000,"First",19.5,1199,88.76,5,7.52,4.5,0,1,0,1,10,0.302
"3358",3466,"Hyundai i20 1.2 Asta Option","Hyderabad",2017,12000,"First",18.6,1197,81.83,5,20.9168341708543,7.75,0,1,0,1,7,1.88097631012204
"3359",3467,"Renault Duster 85PS Diesel RxL","Hyderabad",2014,77500,"First",20.45,1461,83.8,5,20.9168341708543,6.6,1,0,0,1,10,1.43168341708543
"3360",3468,"Hyundai Grand i10 Magna","Kochi",2014,48031,"First",18.9,1197,82,5,20.9168341708543,4.98,0,1,0,1,10,1.59368341708543
"3361",3469,"BMW 3 Series 320d Highline","Chennai",2008,170000,"Third",16.07,1995,181,5,20.9168341708543,9.75,1,0,1,0,16,0.697927135678392
"3362",3470,"Ford Ecosport 1.5 DV5 MT Trend","Mumbai",2014,69565,"First",22.7,1498,89.84,5,20.9168341708543,5.55,1,0,0,1,10,1.53668341708543
"3363",3471,"Volkswagen Vento 1.5 TDI Highline AT","Hyderabad",2016,45492,"First",21.5,1498,108.5,5,15.68,10.3,1,0,1,0,8,0.6725
"3364",3472,"Honda Accord 2.4 AT","Chennai",2011,85000,"Second",11.7,2354,177.6,5,20.9168341708543,7.5,0,1,1,0,13,1.03206416698879
"3365",3473,"Chevrolet Aveo 1.4","Hyderabad",2008,55902,"First",14.49,1399,92.7,5,20.9168341708543,1.8,0,1,0,1,16,1.19480213567839
"3366",3474,"Volkswagen Polo 1.2 MPI Highline Plus","Hyderabad",2017,18500,"First",16.2,1199,74,5,20.9168341708543,6.25,0,1,0,1,7,2.09526202440775
"3367",3475,"Mahindra Xylo D4 BS III","Hyderabad",2015,129750,"Second",14.95,2489,93.7,7,20.9168341708543,6.8,1,0,0,1,9,1.56853713009492
"3368",3476,"Hyundai i10 Magna AT","Hyderabad",2009,50902,"First",19.2,1197,80,5,20.9168341708543,3,0,1,1,0,15,1.19445561139028
"3369",3477,"Mahindra XUV500 W8 4WD","Coimbatore",2015,84725,"First",15.1,2179,140,7,20.9168341708543,11.6,1,0,0,1,9,1.03520379676159
"3370",3478,"Hyundai Elantra CRDi SX","Mumbai",2013,40000,"Second",22.7,1582,126.24,5,20.9168341708543,6.95,1,0,0,1,11,1.26971219735039
"3371",3479,"Volkswagen Passat 1.8 TSI MT","Mumbai",2010,60000,"Third",14.3,1798,160,5,20.9168341708543,3.5,0,1,0,1,14,1.24405958363245
"3372",3480,"Hyundai Grand i10 1.2 Kappa Sportz","Coimbatore",2014,33496,"First",18.9,1197,81.86,5,7.45,5.5,0,1,0,1,10,0.195
"3373",3481,"Hyundai i20 Asta Option 1.2","Mumbai",2015,25000,"First",18.6,1197,81.83,5,20.9168341708543,5.65,0,1,0,1,9,1.6963149078727
"3374",3482,"Chevrolet Enjoy TCDi LS 8 Seater","Ahmedabad",2013,71000,"First",18.2,1248,73.8,8,20.9168341708543,3.25,1,0,0,1,11,1.60607583371402
"3375",3483,"Skoda Rapid 1.6 MPI AT Ambition Plus Alloy","Coimbatore",2015,20826,"First",14.3,1598,103.6,5,20.9168341708543,7.72,0,1,1,0,9,1.4663149078727
"3376",3484,"Hyundai Creta 1.6 CRDi SX","Pune",2016,42244,"First",19.67,1582,126.2,5,20.9168341708543,12,1,0,0,1,8,1.11460427135678
"3377",3485,"Chevrolet Beat Diesel PS","Jaipur",2013,98598,"First",25.44,936,57.6,5,20.9168341708543,1.55,1,0,0,1,11,1.76062128825948
"3378",3486,"Toyota Fortuner 3.0 Diesel","Delhi",2011,62100,"First",11.5,2982,171,7,20.9168341708543,10.75,1,0,0,1,13,0.78206416698879
"3379",3487,"Hyundai i20 Sportz Option 1.2","Coimbatore",2016,44238,"First",18.6,1197,81.83,5,20.9168341708543,6.72,0,1,0,1,8,1.77460427135678
"3380",3488,"Audi Q7 3.0 TDI quattro","Coimbatore",2012,91743,"First",12.07,2967,241.4,7,20.9168341708543,28.55,1,0,1,0,12,-0.636097152428811
"3381",3489,"Porsche Panamera Diesel","Bangalore",2013,19828,"Second",17.85,2967,300,4,20.9168341708543,75,1,0,1,0,11,-4.91665143901325
"3382",3490,"Honda City i VTEC VX","Hyderabad",2016,36891,"First",17.8,1497,117.3,5,20.9168341708543,10.49,0,1,0,1,8,1.30335427135678
"3383",3491,"Mahindra Quanto C4","Hyderabad",2012,90049,"First",17.21,1493,100,7,20.9168341708543,3.8,1,0,0,1,12,1.42640284757119
"3384",3492,"Audi A4 2.0 TDI Multitronic","Ahmedabad",2012,74002,"First",16.55,1968,140,5,20.9168341708543,18.5,1,0,1,0,12,0.201402847571189
"3385",3493,"Hyundai Sonata Transform 2.4 GDi AT","Kolkata",2013,41000,"First",12.37,2359,198.25,5,20.9168341708543,6,0,1,1,0,11,1.35607583371402
"3386",3494,"Hyundai Verna 1.6 SX","Hyderabad",2012,83678,"First",22.32,1582,126.32,5,20.9168341708543,5.5,1,0,0,1,12,1.28473618090452
"3387",3495,"Maruti Wagon R LXI BS IV","Pune",2010,91000,"First",18.9,998,67.1,5,20.9168341708543,2.3,0,1,0,1,14,1.32977386934673
"3388",3496,"Maruti Ertiga SHVS ZDI Plus","Jaipur",2016,50000,"First",24.52,1248,88.5,7,20.9168341708543,8.7,1,0,0,1,8,1.52710427135678
"3389",3497,"Hyundai Xcent 1.1 CRDi S Option","Delhi",2015,58000,"First",24.4,1120,71.01,5,20.9168341708543,4.95,1,0,0,1,9,1.77409268565047
"3390",3498,"Maruti Swift VDI","Jaipur",2012,80000,"First",22.9,1248,74,5,20.9168341708543,4.25,1,0,0,1,12,1.38890284757119
"3391",3499,"Mahindra XUV500 W6 2WD","Kochi",2017,41290,"Second",16,2179,140,7,20.9168341708543,10.94,1,0,0,1,7,1.42526202440775
"3392",3500,"BMW 5 Series 520d Luxury Line","Delhi",2013,65000,"First",22.48,1995,190,5,67.87,21.26,1,0,1,0,11,4.23727272727273
"3393",3501,"Toyota Corolla Altis 1.8 G","Bangalore",2016,16471,"Second",14.28,1798,138.03,5,20.48,11.5,0,1,0,1,8,1.1225
"3394",3502,"Hyundai i20 Asta 1.4 CRDi","Pune",2015,54339,"Second",22.54,1396,88.73,5,20.9168341708543,6,1,0,0,1,9,1.65742601898381
"3395",3503,"Mahindra KUV 100 mFALCON G80 K2","Hyderabad",2016,24025,"First",18.15,1198,82,6,20.9168341708543,4.1,0,1,0,1,8,2.10210427135678
"3396",3504,"Maruti Alto 800 2016-2019 LXI","Kolkata",2013,24027,"First",24.7,796,47.3,5,20.9168341708543,2.01,0,1,0,1,11,1.7188031064413
"3397",3505,"Fiat Punto EVO 1.2 Emotion","Hyderabad",2010,59270,"First",15.7,1172,67,5,20.9168341708543,2.6,0,1,0,1,14,1.30834529791816
"3398",3506,"Maruti Wagon R VXI BS IV","Kolkata",2012,40000,"First",18.9,998,67.1,5,20.9168341708543,2.35,0,1,0,1,12,1.54723618090452
"3399",3507,"Mitsubishi Pajero 4X4 LHD","Bangalore",2012,155566,"Second",9.5,2835,118.6,6,20.9168341708543,9.15,1,0,0,1,12,0.980569514237856
"3400",3508,"Honda Brio EX MT","Chennai",2013,42320,"First",19.4,1198,86.8,5,20.9168341708543,2.9,0,1,0,1,11,1.63789401553221
"3401",3509,"Hyundai i20 Asta Option 1.4 CRDi","Coimbatore",2017,24153,"Second",22.54,1396,88.73,5,20.9168341708543,9.18,1,0,0,1,7,1.67669059583632
"3402",3510,"Hyundai Creta 1.6 SX Plus Petrol Automatic","Mumbai",2016,27000,"First",13,1591,121.3,5,20.9168341708543,11.45,0,1,1,0,8,1.18335427135678
"3403",3512,"Honda Amaze S i-VTEC","Kochi",2017,61795,"First",17.8,1198,86.7,5,20.9168341708543,5.53,0,1,0,1,7,2.1981191672649
"3404",3513,"Mahindra KUV 100 mFALCON G80 K6 Plus","Chennai",2016,13500,"First",18.15,1198,82,6,20.9168341708543,3.75,0,1,0,1,8,2.14585427135678
"3405",3514,"Honda City i-VTEC CVT VX","Pune",2018,4500,"First",18,1497,117.3,5,15.17,12.5,0,1,1,0,6,0.445
"3406",3515,"Mahindra XUV500 AT W10 FWD","Mumbai",2017,23000,"First",16,2179,140,7,20.9168341708543,15.5,1,0,1,0,7,0.773833452979182
"3407",3517,"Mercedes-Benz New C-Class 220 CDI AT","Mumbai",2013,80578,"Second",14.84,2143,170,5,20.9168341708543,14.5,1,0,1,0,11,0.583348560986752
"3408",3518,"Renault Duster 110PS Diesel RxZ AMT","Coimbatore",2017,42646,"First",19.6,1461,108.45,5,15.05,12.46,1,0,1,0,7,0.37
"3409",3519,"Volkswagen Polo 1.2 MPI Comfortline","Bangalore",2014,30000,"Second",16.47,1198,74,5,20.9168341708543,5.25,0,1,0,1,10,1.56668341708543
"3411",3521,"Mercedes-Benz S Class 2005 2013 S 350 CDI","Bangalore",2009,98000,"Second",13.5,2987,282,5,20.9168341708543,25,1,0,1,0,15,-0.272211055276382
"3413",3523,"Jaguar XJ 3.0L Premium Luxury","Hyderabad",2012,50000,"First",12.9,2993,271.23,4,20.9168341708543,45,1,0,1,0,12,-2.00693048576214
"3414",3524,"Maruti Swift VDI","Jaipur",2015,63310,"First",28.4,1248,74,5,8.13,5.1,1,0,0,1,9,0.336666666666667
"3415",3525,"Honda Amaze S i-Dtech","Delhi",2014,66000,"First",25.8,1498,98.6,5,20.9168341708543,3.5,1,0,0,1,10,1.74168341708543
"3416",3526,"BMW 3 Series 320d Highline","Ahmedabad",2011,74000,"Second",16.07,1995,181,5,20.9168341708543,12.5,1,0,1,0,13,0.647448782373406
"3417",3527,"Hyundai Verna 1.4 EX","Hyderabad",2012,93000,"First",23.5,1396,88.7,5,20.9168341708543,5.55,1,0,0,1,12,1.28056951423786
"3418",3528,"Toyota Fortuner 4x2 4 Speed AT","Delhi",2015,70000,"First",11.5,2982,169,7,20.9168341708543,19.48,1,0,1,0,9,0.15964824120603
"3419",3529,"Maruti Swift VXI","Ahmedabad",2012,48772,"First",18.6,1197,85.8,5,20.9168341708543,3.91,0,1,0,1,12,1.41723618090452
"3420",3530,"Chevrolet Beat LS","Chennai",2010,66000,"First",18.6,1199,79.4,5,20.9168341708543,2.19,0,1,0,1,14,1.33763101220388
"3421",3531,"Hyundai Grand i10 Asta Option AT","Coimbatore",2017,27417,"First",18.9,1197,82,5,20.9168341708543,6.89,0,1,1,0,7,2.00383345297918
"3422",3532,"Ford Figo Petrol ZXI","Coimbatore",2011,51593,"Second",15.6,1196,70,5,20.9168341708543,3.47,0,1,0,1,13,1.34206416698879
"3423",3534,"Maruti Swift VXI BSIII","Pune",2010,75000,"First",16.1,1298,88.2,5,20.9168341708543,2.85,0,1,0,1,14,1.29048815506102
"3424",3535,"Audi A4 35 TDI Premium","Coimbatore",2016,39237,"First",17.11,1968,174.33,5,20.9168341708543,25.64,1,0,1,0,8,-0.590395728643216
